simulation_name,sim_type,m_value,rep_index,overall_return,commit_return,n,n_repetitions
etc_vs_cfr,run,2000.0,73,-0.266,-0.17625,10000,100
etc_vs_cfr,run,2000.0,74,-0.3819,-0.270875,10000,100
etc_vs_cfr,run,2000.0,75,-0.3676,-0.26025,10000,100
etc_vs_cfr,run,2000.0,76,-0.49,-0.40975,10000,100
etc_vs_cfr,run,2000.0,77,-0.4025,-0.307625,10000,100
etc_vs_cfr,run,2000.0,78,-0.2924,-0.179125,10000,100
etc_vs_cfr,run,2000.0,79,-0.294,-0.1785,10000,100
etc_vs_cfr,run,2000.0,80,-0.3695,-0.2705,10000,100
etc_vs_cfr,run,2000.0,81,-0.3577,-0.2545,10000,100
etc_vs_cfr,run,2000.0,82,-0.2731,-0.13275,10000,100
etc_vs_cfr,run,2000.0,83,-0.3442,-0.274625,10000,100
etc_vs_cfr,run,2000.0,84,-0.3162,-0.255,10000,100
etc_vs_cfr,run,2000.0,85,-0.2207,-0.105125,10000,100
etc_vs_cfr,run,2000.0,86,-0.3308,-0.212,10000,100
etc_vs_cfr,run,2000.0,87,-0.2611,-0.15525,10000,100
etc_vs_cfr,run,2000.0,88,-0.4069,-0.324625,10000,100
etc_vs_cfr,run,2000.0,89,-0.3974,-0.329375,10000,100
etc_vs_cfr,run,2000.0,90,-0.3132,-0.23825,10000,100
etc_vs_cfr,run,2000.0,91,-0.3387,-0.253125,10000,100
etc_vs_cfr,run,2000.0,92,-0.3095,-0.20625,10000,100
etc_vs_cfr,run,2000.0,93,-0.3044,-0.228875,10000,100
etc_vs_cfr,run,2000.0,94,-0.2931,-0.203625,10000,100
etc_vs_cfr,run,2000.0,95,-0.3814,-0.308375,10000,100
etc_vs_cfr,run,2000.0,96,-0.3303,-0.22025,10000,100
etc_vs_cfr,run,2000.0,97,-0.2661,-0.161,10000,100
etc_vs_cfr,run,2000.0,98,-0.3104,-0.1875,10000,100
etc_vs_cfr,run,2000.0,99,-0.2284,-0.08225,10000,100
etc_vs_cfr,run,4000.0,0,-0.4002,-0.208,10000,100
etc_vs_cfr,run,4000.0,1,-0.3463,-0.0793333333333333,10000,100
etc_vs_cfr,run,4000.0,2,-0.3727,-0.1835,10000,100
etc_vs_cfr,run,4000.0,3,-0.3469,-0.1168333333333333,10000,100
etc_vs_cfr,run,4000.0,4,-0.4687,-0.3096666666666666,10000,100
etc_vs_cfr,run,4000.0,5,-0.4668,-0.2985,10000,100
etc_vs_cfr,run,4000.0,6,-0.3806,-0.1971666666666666,10000,100
etc_vs_cfr,run,4000.0,7,-0.52,-0.3425,10000,100
etc_vs_cfr,run,4000.0,8,-0.5216,-0.3858333333333333,10000,100
etc_vs_cfr,run,4000.0,9,-0.3743,-0.1396666666666666,10000,100
etc_vs_cfr,run,4000.0,10,-0.384,-0.1608333333333333,10000,100
etc_vs_cfr,run,4000.0,11,-0.5943,-0.38,10000,100
etc_vs_cfr,run,4000.0,12,-0.3652,-0.1576666666666666,10000,100
etc_vs_cfr,run,4000.0,13,-0.3608,-0.1826666666666666,10000,100
etc_vs_cfr,run,4000.0,14,-0.4218,-0.1653333333333333,10000,100
etc_vs_cfr,run,4000.0,15,-0.3685,-0.1845,10000,100
etc_vs_cfr,run,4000.0,16,-0.4419,-0.2986666666666667,10000,100
etc_vs_cfr,run,4000.0,17,-0.4393,-0.2585,10000,100
etc_vs_cfr,run,4000.0,18,-0.395,-0.2208333333333333,10000,100
etc_vs_cfr,run,4000.0,19,-0.3042,-0.0191666666666666,10000,100
etc_vs_cfr,run,4000.0,20,-0.412,-0.1916666666666666,10000,100
etc_vs_cfr,run,4000.0,21,-0.4175,-0.2458333333333333,10000,100
etc_vs_cfr,run,4000.0,22,-0.3762,-0.2555,10000,100
etc_vs_cfr,run,4000.0,23,-0.4576,-0.2898333333333333,10000,100
etc_vs_cfr,run,4000.0,24,-0.3704,-0.2158333333333333,10000,100
etc_vs_cfr,run,4000.0,25,-0.4457,-0.2666666666666666,10000,100
etc_vs_cfr,run,4000.0,26,-0.4592,-0.3113333333333333,10000,100
etc_vs_cfr,run,4000.0,27,-0.4203,-0.2573333333333333,10000,100
etc_vs_cfr,run,4000.0,28,-0.5506,-0.4508333333333333,10000,100
etc_vs_cfr,run,4000.0,29,-0.4835,-0.31,10000,100
etc_vs_cfr,run,4000.0,30,-0.4528,-0.327,10000,100
etc_vs_cfr,run,4000.0,31,-0.4079,-0.2261666666666666,10000,100
etc_vs_cfr,run,4000.0,32,-0.3987,-0.2111666666666666,10000,100
etc_vs_cfr,run,4000.0,33,-0.45,-0.2145,10000,100
etc_vs_cfr,run,4000.0,34,-0.3873,-0.1683333333333333,10000,100
etc_vs_cfr,run,4000.0,35,-0.4034,-0.1825,10000,100
etc_vs_cfr,run,4000.0,36,-0.3902,-0.2115,10000,100
etc_vs_cfr,run,4000.0,37,-0.3129,-0.1725,10000,100
etc_vs_cfr,run,4000.0,38,-0.5127,-0.4053333333333333,10000,100
etc_vs_cfr,run,4000.0,39,-0.4432,-0.2188333333333333,10000,100
etc_vs_cfr,run,4000.0,40,-0.4447,-0.1813333333333333,10000,100
etc_vs_cfr,run,4000.0,41,-0.3501,-0.1461666666666666,10000,100
etc_vs_cfr,run,4000.0,42,-0.4062,-0.2016666666666666,10000,100
etc_vs_cfr,run,4000.0,43,-0.3837,-0.161,10000,100
etc_vs_cfr,run,4000.0,44,-0.2609,0.023,10000,100
etc_vs_cfr,run,4000.0,45,-0.4638,-0.2648333333333333,10000,100
etc_vs_cfr,run,4000.0,46,-0.4015,-0.1236666666666666,10000,100
etc_vs_cfr,run,4000.0,47,-0.3969,-0.1801666666666666,10000,100
etc_vs_cfr,run,4000.0,48,-0.4862,-0.3176666666666666,10000,100
etc_vs_cfr,run,4000.0,49,-0.3494,-0.0993333333333333,10000,100
etc_vs_cfr,run,4000.0,50,-0.4091,-0.234,10000,100
etc_vs_cfr,run,4000.0,51,-0.4132,-0.3178333333333333,10000,100
etc_vs_cfr,run,4000.0,52,-0.3815,-0.187,10000,100
etc_vs_cfr,run,4000.0,53,-0.3535,-0.173,10000,100
etc_vs_cfr,run,4000.0,54,-0.4198,-0.1963333333333333,10000,100
etc_vs_cfr,run,4000.0,55,-0.4547,-0.3168333333333333,10000,100
etc_vs_cfr,run,4000.0,56,-0.4251,-0.2398333333333333,10000,100
etc_vs_cfr,run,4000.0,57,-0.582,-0.4675,10000,100
etc_vs_cfr,run,4000.0,58,-0.314,-0.0488333333333333,10000,100
etc_vs_cfr,run,4000.0,59,-0.3301,-0.0931666666666666,10000,100
etc_vs_cfr,run,4000.0,60,-0.3492,-0.1471666666666666,10000,100
etc_vs_cfr,run,4000.0,61,-0.4732,-0.3016666666666667,10000,100
etc_vs_cfr,run,4000.0,62,-0.371,-0.133,10000,100
etc_vs_cfr,run,4000.0,63,-0.3712,-0.1995,10000,100
etc_vs_cfr,run,4000.0,64,-0.4347,-0.1586666666666666,10000,100
etc_vs_cfr,run,4000.0,65,-0.3924,-0.1423333333333333,10000,100
etc_vs_cfr,run,4000.0,66,-0.4894,-0.3376666666666666,10000,100
etc_vs_cfr,run,4000.0,67,-0.4049,-0.3163333333333333,10000,100
etc_vs_cfr,run,4000.0,68,-0.4729,-0.2885,10000,100
etc_vs_cfr,run,4000.0,69,-0.4189,-0.2328333333333333,10000,100
etc_vs_cfr,run,4000.0,70,-0.4102,-0.3485,10000,100
etc_vs_cfr,run,4000.0,71,-0.4685,-0.2986666666666667,10000,100
etc_vs_cfr,run,4000.0,72,-0.4641,-0.319,10000,100
etc_vs_cfr,run,4000.0,73,-0.4328,-0.1761666666666666,10000,100
etc_vs_cfr,run,4000.0,74,-0.3404,-0.1253333333333333,10000,100
etc_vs_cfr,run,4000.0,75,-0.3962,-0.214,10000,100
etc_vs_cfr,run,4000.0,76,-0.4388,-0.3305,10000,100
etc_vs_cfr,run,4000.0,77,-0.3992,-0.2175,10000,100
etc_vs_cfr,run,4000.0,78,-0.3967,-0.1531666666666666,10000,100
etc_vs_cfr,run,4000.0,79,-0.3208,-0.1178333333333333,10000,100
etc_vs_cfr,run,4000.0,80,-0.4221,-0.267,10000,100
etc_vs_cfr,run,4000.0,81,-0.4515,-0.2255,10000,100
etc_vs_cfr,run,4000.0,82,-0.2891,-0.1081666666666666,10000,100
etc_vs_cfr,run,4000.0,83,-0.2998,-0.0408333333333333,10000,100
etc_vs_cfr,run,4000.0,84,-0.3831,-0.1666666666666666,10000,100
etc_vs_cfr,run,4000.0,85,-0.437,-0.2121666666666666,10000,100
etc_vs_cfr,run,4000.0,86,-0.5708,-0.4463333333333333,10000,100
etc_vs_cfr,run,4000.0,87,-0.4601,-0.2626666666666666,10000,100
etc_vs_cfr,run,4000.0,88,-0.4696,-0.2726666666666666,10000,100
etc_vs_cfr,run,4000.0,89,-0.3257,-0.106,10000,100
etc_vs_cfr,run,4000.0,90,-0.3892,-0.1345,10000,100
etc_vs_cfr,run,4000.0,91,-0.4195,-0.2856666666666667,10000,100
etc_vs_cfr,run,4000.0,92,-0.4265,-0.2421666666666666,10000,100
etc_vs_cfr,run,4000.0,93,-0.4118,-0.199,10000,100
etc_vs_cfr,run,4000.0,94,-0.3449,-0.1401666666666666,10000,100
etc_vs_cfr,run,4000.0,95,-0.4772,-0.3501666666666667,10000,100
etc_vs_cfr,run,4000.0,96,-0.3932,-0.2408333333333333,10000,100
etc_vs_cfr,run,4000.0,97,-0.3315,-0.1468333333333333,10000,100
etc_vs_cfr,run,4000.0,98,-0.4745,-0.3061666666666666,10000,100
etc_vs_cfr,run,4000.0,99,-0.3587,-0.1648333333333333,10000,100
etc_vs_cfr,run,6000.0,0,-0.527,-0.23825,10000,100
etc_vs_cfr,run,6000.0,1,-0.492,-0.17125,10000,100
etc_vs_cfr,run,6000.0,2,-0.5088,-0.15725,10000,100
etc_vs_cfr,run,6000.0,3,-0.5087,-0.324,10000,100
etc_vs_cfr,run,6000.0,4,-0.4709,-0.263,10000,100
etc_vs_cfr,run,6000.0,5,-0.5031,-0.21225,10000,100
etc_vs_cfr,run,6000.0,6,-0.3559,0.024,10000,100
etc_vs_cfr,run,6000.0,7,-0.549,-0.3155,10000,100
etc_vs_cfr,run,6000.0,8,-0.4047,-0.0725,10000,100
etc_vs_cfr,run,6000.0,9,-0.5257,-0.274,10000,100
etc_vs_cfr,run,6000.0,10,-0.4639,-0.1755,10000,100
etc_vs_cfr,run,6000.0,11,-0.5709,-0.28975,10000,100
etc_vs_cfr,run,6000.0,12,-0.5273,-0.14425,10000,100
etc_vs_cfr,run,6000.0,13,-0.5028,-0.17925,10000,100
etc_vs_cfr,run,6000.0,14,-0.4798,-0.34075,10000,100
etc_vs_cfr,run,6000.0,15,-0.5152,-0.2175,10000,100
etc_vs_cfr,run,6000.0,16,-0.5258,-0.215,10000,100
etc_vs_cfr,run,6000.0,17,-0.4631,-0.08725,10000,100
etc_vs_cfr,run,6000.0,18,-0.5208,-0.22675,10000,100
etc_vs_cfr,run,6000.0,19,-0.5393,-0.2805,10000,100
etc_vs_cfr,run,6000.0,20,-0.5209,-0.156,10000,100
etc_vs_cfr,run,6000.0,21,-0.4308,-0.18925,10000,100
etc_vs_cfr,run,6000.0,22,-0.4382,-0.13425,10000,100
etc_vs_cfr,run,6000.0,23,-0.5184,-0.199,10000,100
etc_vs_cfr,run,6000.0,24,-0.5017,-0.15025,10000,100
etc_vs_cfr,run,6000.0,25,-0.4548,-0.20975,10000,100
etc_vs_cfr,run,6000.0,26,-0.4918,-0.22975,10000,100
etc_vs_cfr,run,6000.0,27,-0.549,-0.23675,10000,100
etc_vs_cfr,run,6000.0,28,-0.5134,-0.28125,10000,100
etc_vs_cfr,run,6000.0,29,-0.4921,-0.143,10000,100
etc_vs_cfr,run,6000.0,30,-0.4398,-0.14925,10000,100
etc_vs_cfr,run,6000.0,31,-0.5597,-0.26125,10000,100
etc_vs_cfr,run,6000.0,32,-0.4507,-0.172,10000,100
etc_vs_cfr,run,6000.0,33,-0.4978,-0.13175,10000,100
etc_vs_cfr,run,6000.0,34,-0.4813,-0.012,10000,100
etc_vs_cfr,run,6000.0,35,-0.4786,-0.12475,10000,100
etc_vs_cfr,run,6000.0,36,-0.5411,-0.31475,10000,100
etc_vs_cfr,run,6000.0,37,-0.5124,-0.27025,10000,100
etc_vs_cfr,run,6000.0,38,-0.4776,-0.26025,10000,100
etc_vs_cfr,run,6000.0,39,-0.5447,-0.31025,10000,100
etc_vs_cfr,run,6000.0,40,-0.5913,-0.29975,10000,100
etc_vs_cfr,run,6000.0,41,-0.5424,-0.34,10000,100
etc_vs_cfr,run,6000.0,42,-0.5189,-0.1645,10000,100
etc_vs_cfr,run,6000.0,43,-0.4513,-0.06925,10000,100
etc_vs_cfr,run,6000.0,44,-0.4841,-0.18225,10000,100
etc_vs_cfr,run,6000.0,45,-0.4555,-0.22,10000,100
etc_vs_cfr,run,6000.0,46,-0.4803,-0.10575,10000,100
etc_vs_cfr,run,6000.0,47,-0.5587,-0.1835,10000,100
etc_vs_cfr,run,6000.0,48,-0.5416,-0.215,10000,100
etc_vs_cfr,run,6000.0,49,-0.4874,-0.0775,10000,100
etc_vs_cfr,run,6000.0,50,-0.5149,-0.3145,10000,100
etc_vs_cfr,run,6000.0,51,-0.4428,-0.209,10000,100
etc_vs_cfr,run,6000.0,52,-0.4614,-0.1735,10000,100
etc_vs_cfr,run,6000.0,53,-0.5395,-0.29625,10000,100
etc_vs_cfr,run,6000.0,54,-0.4548,-0.1885,10000,100
etc_vs_cfr,run,6000.0,55,-0.5055,-0.282,10000,100
etc_vs_cfr,run,6000.0,56,-0.4439,-0.17425,10000,100
etc_vs_cfr,run,6000.0,57,-0.6187,-0.3745,10000,100
etc_vs_cfr,run,6000.0,58,-0.4313,-0.1095,10000,100
etc_vs_cfr,run,6000.0,59,-0.5808,-0.41675,10000,100
etc_vs_cfr,run,6000.0,60,-0.5028,-0.24975,10000,100
etc_vs_cfr,run,6000.0,61,-0.4679,-0.223,10000,100
etc_vs_cfr,run,6000.0,62,-0.5887,-0.3885,10000,100
etc_vs_cfr,run,6000.0,63,-0.4029,0.029,10000,100
etc_vs_cfr,run,6000.0,64,-0.4802,-0.12325,10000,100
etc_vs_cfr,run,6000.0,65,-0.4859,-0.292,10000,100
etc_vs_cfr,run,6000.0,66,-0.4066,0.0055,10000,100
etc_vs_cfr,run,6000.0,67,-0.5127,-0.11,10000,100
etc_vs_cfr,run,6000.0,68,-0.4954,-0.322,10000,100
etc_vs_cfr,run,6000.0,69,-0.4591,-0.232,10000,100
etc_vs_cfr,run,6000.0,70,-0.5527,-0.2345,10000,100
etc_vs_cfr,run,6000.0,71,-0.5265,-0.309,10000,100
etc_vs_cfr,run,6000.0,72,-0.4778,-0.27475,10000,100
etc_vs_cfr,run,6000.0,73,-0.5398,-0.33175,10000,100
etc_vs_cfr,run,6000.0,74,-0.6182,-0.3465,10000,100
etc_vs_cfr,run,6000.0,75,-0.5102,-0.178,10000,100
etc_vs_cfr,run,6000.0,76,-0.5619,-0.36075,10000,100
etc_vs_cfr,run,6000.0,77,-0.5424,-0.123,10000,100
etc_vs_cfr,run,6000.0,78,-0.6171,-0.3685,10000,100
etc_vs_cfr,run,6000.0,79,-0.5358,-0.32425,10000,100
etc_vs_cfr,run,6000.0,80,-0.515,-0.29675,10000,100
etc_vs_cfr,run,6000.0,81,-0.4226,-0.216,10000,100
etc_vs_cfr,run,6000.0,82,-0.5234,-0.21325,10000,100
etc_vs_cfr,run,6000.0,83,-0.494,-0.2665,10000,100
etc_vs_cfr,run,6000.0,84,-0.4409,-0.046,10000,100
etc_vs_cfr,run,6000.0,85,-0.4283,-0.167,10000,100
etc_vs_cfr,run,6000.0,86,-0.4099,-0.04325,10000,100
etc_vs_cfr,run,6000.0,87,-0.4737,-0.12375,10000,100
etc_vs_cfr,run,6000.0,88,-0.5054,-0.12325,10000,100
etc_vs_cfr,run,6000.0,89,-0.5189,-0.2375,10000,100
etc_vs_cfr,run,6000.0,90,-0.5362,-0.19125,10000,100
etc_vs_cfr,run,6000.0,91,-0.5654,-0.182,10000,100
etc_vs_cfr,run,6000.0,92,-0.5449,-0.1475,10000,100
etc_vs_cfr,run,6000.0,93,-0.5494,-0.2605,10000,100
etc_vs_cfr,run,6000.0,94,-0.5308,-0.23025,10000,100
etc_vs_cfr,run,6000.0,95,-0.5287,-0.13575,10000,100
etc_vs_cfr,run,6000.0,96,-0.4563,-0.1275,10000,100
etc_vs_cfr,run,6000.0,97,-0.5107,-0.2685,10000,100
etc_vs_cfr,run,6000.0,98,-0.5812,-0.2215,10000,100
etc_vs_cfr,run,6000.0,99,-0.475,-0.27325,10000,100
etc_vs_cfr,run,8000.0,0,-0.5821,-0.0175,10000,100
etc_vs_cfr,run,8000.0,1,-0.676,-0.177,10000,100
etc_vs_cfr,run,8000.0,2,-0.5901,-0.18,10000,100
etc_vs_cfr,run,8000.0,3,-0.4892,0.0745,10000,100
etc_vs_cfr,run,8000.0,4,-0.5091,0.106,10000,100
etc_vs_cfr,run,8000.0,5,-0.6633,-0.2905,10000,100
etc_vs_cfr,run,8000.0,6,-0.6411,-0.235,10000,100
etc_vs_cfr,run,8000.0,7,-0.603,-0.214,10000,100
etc_vs_cfr,run,8000.0,8,-0.5722,-0.43,10000,100
etc_vs_cfr,run,8000.0,9,-0.6077,-0.288,10000,100
etc_vs_cfr,run,8000.0,10,-0.6479,-0.328,10000,100
etc_vs_cfr,run,8000.0,11,-0.508,-0.033,10000,100
etc_vs_cfr,run,8000.0,12,-0.5651,-0.0785,10000,100
etc_vs_cfr,run,8000.0,13,-0.5911,-0.1765,10000,100
etc_vs_cfr,run,8000.0,14,-0.5177,0.057,10000,100
etc_vs_cfr,run,8000.0,15,-0.7176,-0.381,10000,100
etc_vs_cfr,run,8000.0,16,-0.592,-0.166,10000,100
etc_vs_cfr,run,8000.0,17,-0.5638,-0.09,10000,100
etc_vs_cfr,run,8000.0,18,-0.6286,-0.176,10000,100
etc_vs_cfr,run,8000.0,19,-0.5872,-0.0665,10000,100
etc_vs_cfr,run,8000.0,20,-0.6858,-0.4495,10000,100
etc_vs_cfr,run,8000.0,21,-0.5902,-0.2535,10000,100
etc_vs_cfr,run,8000.0,22,-0.6135,-0.2815,10000,100
etc_vs_cfr,run,8000.0,23,-0.6257,-0.254,10000,100
etc_vs_cfr,run,8000.0,24,-0.5543,-0.2615,10000,100
etc_vs_cfr,run,8000.0,25,-0.5648,-0.11,10000,100
etc_vs_cfr,run,8000.0,26,-0.5635,-0.173,10000,100
etc_vs_cfr,run,8000.0,27,-0.6277,-0.172,10000,100
etc_vs_cfr,run,8000.0,28,-0.5767,-0.0755,10000,100
etc_vs_cfr,run,8000.0,29,-0.7432,-0.5485,10000,100
etc_vs_cfr,run,8000.0,30,-0.6218,-0.1535,10000,100
etc_vs_cfr,run,8000.0,31,-0.5978,-0.164,10000,100
etc_vs_cfr,run,8000.0,32,-0.6559,-0.254,10000,100
etc_vs_cfr,run,8000.0,33,-0.5422,-0.0245,10000,100
etc_vs_cfr,run,8000.0,34,-0.6052,-0.312,10000,100
etc_vs_cfr,run,8000.0,35,-0.6307,-0.1075,10000,100
etc_vs_cfr,run,8000.0,36,-0.5798,-0.126,10000,100
etc_vs_cfr,run,8000.0,37,-0.6139,-0.2065,10000,100
etc_vs_cfr,run,8000.0,38,-0.6052,-0.055,10000,100
etc_vs_cfr,run,8000.0,39,-0.5121,-0.2065,10000,100
etc_vs_cfr,run,8000.0,40,-0.5831,-0.1715,10000,100
etc_vs_cfr,run,8000.0,41,-0.7059,-0.4475,10000,100
etc_vs_cfr,run,8000.0,42,-0.6837,-0.3375,10000,100
etc_vs_cfr,run,8000.0,43,-0.5726,-0.0835,10000,100
etc_vs_cfr,run,8000.0,44,-0.6354,-0.2125,10000,100
etc_vs_cfr,run,8000.0,45,-0.6112,-0.2095,10000,100
etc_vs_cfr,run,8000.0,46,-0.6941,-0.289,10000,100
etc_vs_cfr,run,8000.0,47,-0.5732,-0.162,10000,100
etc_vs_cfr,run,8000.0,48,-0.7187,-0.4465,10000,100
etc_vs_cfr,run,8000.0,49,-0.6897,-0.57,10000,100
etc_vs_cfr,run,8000.0,50,-0.606,-0.2135,10000,100
etc_vs_cfr,run,8000.0,51,-0.5965,-0.386,10000,100
etc_vs_cfr,run,8000.0,52,-0.5809,-0.1635,10000,100
etc_vs_cfr,run,8000.0,53,-0.5938,-0.1715,10000,100
etc_vs_cfr,run,8000.0,54,-0.6056,-0.2155,10000,100
etc_vs_cfr,run,8000.0,55,-0.593,-0.294,10000,100
etc_vs_cfr,run,8000.0,56,-0.675,-0.243,10000,100
etc_vs_cfr,run,8000.0,57,-0.5647,-0.1755,10000,100
etc_vs_cfr,run,8000.0,58,-0.6037,-0.1435,10000,100
etc_vs_cfr,run,8000.0,59,-0.6277,-0.311,10000,100
etc_vs_cfr,run,8000.0,60,-0.5876,-0.363,10000,100
etc_vs_cfr,run,8000.0,61,-0.6968,-0.3355,10000,100
etc_vs_cfr,run,8000.0,62,-0.5685,-0.027,10000,100
etc_vs_cfr,run,8000.0,63,-0.6421,-0.14,10000,100
etc_vs_cfr,run,8000.0,64,-0.6691,-0.2325,10000,100
etc_vs_cfr,run,8000.0,65,-0.7129,-0.2255,10000,100
etc_vs_cfr,run,8000.0,66,-0.6179,-0.1225,10000,100
etc_vs_cfr,run,8000.0,67,-0.6412,-0.29,10000,100
etc_vs_cfr,run,8000.0,68,-0.5997,-0.2355,10000,100
etc_vs_cfr,run,8000.0,69,-0.6796,-0.263,10000,100
etc_vs_cfr,run,8000.0,70,-0.6082,-0.3125,10000,100
etc_vs_cfr,run,8000.0,71,-0.6958,-0.284,10000,100
etc_vs_cfr,run,8000.0,72,-0.4488,0.3405,10000,100
etc_vs_cfr,run,8000.0,73,-0.619,-0.1415,10000,100
etc_vs_cfr,run,8000.0,74,-0.5672,-0.181,10000,100
etc_vs_cfr,run,8000.0,75,-0.5437,-0.2635,10000,100
etc_vs_cfr,run,8000.0,76,-0.6728,-0.23,10000,100
etc_vs_cfr,run,8000.0,77,-0.6352,-0.379,10000,100
etc_vs_cfr,run,8000.0,78,-0.6309,-0.384,10000,100
etc_vs_cfr,run,8000.0,79,-0.5431,-0.0405,10000,100
etc_vs_cfr,run,8000.0,80,-0.5683,-0.1505,10000,100
etc_vs_cfr,run,8000.0,81,-0.5926,-0.1695,10000,100
etc_vs_cfr,run,8000.0,82,-0.5854,-0.082,10000,100
etc_vs_cfr,run,8000.0,83,-0.6535,-0.1845,10000,100
etc_vs_cfr,run,8000.0,84,-0.5925,-0.2775,10000,100
etc_vs_cfr,run,8000.0,85,-0.6352,-0.511,10000,100
etc_vs_cfr,run,8000.0,86,-0.627,-0.082,10000,100
etc_vs_cfr,run,8000.0,87,-0.5784,0.006,10000,100
etc_vs_cfr,run,8000.0,88,-0.5372,-0.1655,10000,100
etc_vs_cfr,run,8000.0,89,-0.6002,-0.1955,10000,100
etc_vs_cfr,run,8000.0,90,-0.6571,-0.345,10000,100
etc_vs_cfr,run,8000.0,91,-0.5508,-0.1335,10000,100
etc_vs_cfr,run,8000.0,92,-0.6281,0.0555,10000,100
etc_vs_cfr,run,8000.0,93,-0.6394,-0.3585,10000,100
etc_vs_cfr,run,8000.0,94,-0.5659,-0.156,10000,100
etc_vs_cfr,run,8000.0,95,-0.638,-0.338,10000,100
etc_vs_cfr,run,8000.0,96,-0.6191,-0.4305,10000,100
etc_vs_cfr,run,8000.0,97,-0.6315,-0.14,10000,100
etc_vs_cfr,run,8000.0,98,-0.5644,-0.213,10000,100
etc_vs_cfr,run,8000.0,99,-0.6003,-0.2755,10000,100
etc_vs_cfr,run,9000.0,0,-0.661,-0.221,10000,100
etc_vs_cfr,run,9000.0,1,-0.6657,-0.167,10000,100
etc_vs_cfr,run,9000.0,2,-0.7152,-0.417,10000,100
etc_vs_cfr,run,9000.0,3,-0.6454,-0.181,10000,100
etc_vs_cfr,run,9000.0,4,-0.6342,-0.274,10000,100
etc_vs_cfr,run,9000.0,5,-0.6877,-0.534,10000,100
etc_vs_cfr,run,9000.0,6,-0.6645,-0.224,10000,100
etc_vs_cfr,run,9000.0,7,-0.6137,-0.288,10000,100
etc_vs_cfr,run,9000.0,8,-0.7637,-0.434,10000,100
etc_vs_cfr,run,9000.0,9,-0.6652,-0.152,10000,100
etc_vs_cfr,run,9000.0,10,-0.7314,-0.119,10000,100
etc_vs_cfr,run,9000.0,11,-0.7057,-0.558,10000,100
etc_vs_cfr,run,9000.0,12,-0.6266,-0.406,10000,100
etc_vs_cfr,run,9000.0,13,-0.7088,-0.29,10000,100
etc_vs_cfr,run,9000.0,14,-0.756,-0.257,10000,100
etc_vs_cfr,run,9000.0,15,-0.6805,-0.165,10000,100
etc_vs_cfr,run,9000.0,16,-0.6923,-0.143,10000,100
etc_vs_cfr,run,9000.0,17,-0.6057,-0.101,10000,100
etc_vs_cfr,run,9000.0,18,-0.6363,0.021,10000,100
etc_vs_cfr,run,9000.0,19,-0.5811,-0.41,10000,100
etc_vs_cfr,run,9000.0,20,-0.623,-0.056,10000,100
etc_vs_cfr,run,9000.0,21,-0.6229,-0.198,10000,100
etc_vs_cfr,run,9000.0,22,-0.6515,-0.217,10000,100
etc_vs_cfr,run,9000.0,23,-0.6879,-0.492,10000,100
etc_vs_cfr,run,9000.0,24,-0.6177,0.04,10000,100
etc_vs_cfr,run,9000.0,25,-0.7016,-0.144,10000,100
etc_vs_cfr,run,9000.0,26,-0.6898,-0.412,10000,100
etc_vs_cfr,run,9000.0,27,-0.7006,-0.272,10000,100
etc_vs_cfr,run,9000.0,28,-0.6101,-0.033,10000,100
etc_vs_cfr,run,9000.0,29,-0.6779,-0.152,10000,100
etc_vs_cfr,run,9000.0,30,-0.6857,-0.115,10000,100
etc_vs_cfr,run,9000.0,31,-0.6474,-0.12,10000,100
etc_vs_cfr,run,9000.0,32,-0.6032,-0.167,10000,100
etc_vs_cfr,run,9000.0,33,-0.6616,-0.34,10000,100
etc_vs_cfr,run,9000.0,34,-0.6997,-0.384,10000,100
etc_vs_cfr,run,9000.0,35,-0.6688,-0.318,10000,100
etc_vs_cfr,run,9000.0,36,-0.5575,0.34,10000,100
etc_vs_cfr,run,9000.0,37,-0.6658,-0.021,10000,100
etc_vs_cfr,run,9000.0,38,-0.6586,-0.098,10000,100
etc_vs_cfr,run,9000.0,39,-0.6218,0.091,10000,100
etc_vs_cfr,run,9000.0,40,-0.6931,-0.42,10000,100
etc_vs_cfr,run,9000.0,41,-0.6923,-0.303,10000,100
etc_vs_cfr,run,9000.0,42,-0.6896,-0.072,10000,100
etc_vs_cfr,run,9000.0,43,-0.5707,0.193,10000,100
etc_vs_cfr,run,9000.0,44,-0.5741,0.305,10000,100
etc_vs_cfr,run,9000.0,45,-0.6533,-0.328,10000,100
etc_vs_cfr,run,9000.0,46,-0.6477,-0.074,10000,100
etc_vs_cfr,run,9000.0,47,-0.6561,-0.029,10000,100
etc_vs_cfr,run,9000.0,48,-0.6014,-0.132,10000,100
etc_vs_cfr,run,9000.0,49,-0.6315,-0.207,10000,100
etc_vs_cfr,run,9000.0,50,-0.6104,-0.282,10000,100
etc_vs_cfr,run,9000.0,51,-0.6669,-0.023,10000,100
etc_vs_cfr,run,9000.0,52,-0.6089,-0.307,10000,100
etc_vs_cfr,run,9000.0,53,-0.6179,-0.184,10000,100
etc_vs_cfr,run,9000.0,54,-0.64,-0.305,10000,100
etc_vs_cfr,run,9000.0,55,-0.609,0.175,10000,100
etc_vs_cfr,run,9000.0,56,-0.6497,-0.238,10000,100
etc_vs_cfr,run,9000.0,57,-0.7117,-0.344,10000,100
etc_vs_cfr,run,9000.0,58,-0.7103,0.066,10000,100
